"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","GPS_MPH","SPS","Oil Pressure_Cal","WSRPM","Speed_WS","AIM_Slip_Factor","Average_Driven","Slip Ratio","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","GPS_MPH","SPS","Oil Pressure_Cal","WSRPM","Speed_WS","AIM_Slip_Factor","Average_Driven","Slip Ratio","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","psi","psi","g","g","g","#","°F","V","rpm","%","ms","deg","mbar","mbar","lambda","V","V","V","V","V","V","V","V","Hz","Hz","Hz","Hz","V","°F","°F","°F","°F","mph","#","g","g","deg","deg","deg/s","m","m","Unit","Unit","psi","Unit","","","Unit","%","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52",

6.650,0.307,-0.978022,-48.890339,2.714280,2.030824,-2.315750,3.000000,124.582939,13.217789,12748.700195,19.459999,3.819000,51.010002,969.000000,696.599976,0.508000,0.009000,0.009000,0.009000,0.008450,0.009000,0.043000,2.625100,0.042000,247.850006,244.750000,238.399994,239.949997,13.015500,89.779999,188.779999,68.000000,68.000000,48.814922,11.000000,-0.212993,0.226568,0.227956,-166.287399,-5.139754,292.000000,1.440000,30.314068,1.393198,79.941254,0.019298,47.308407,0.000000,246.300003,2.789074,42.067930979849,-84.237449095737,292.65
6.660,0.307,-0.672848,-48.585167,2.865108,2.366481,-2.541862,3.000000,124.582939,13.217514,12766.099609,19.380001,3.817000,51.029999,969.000000,695.799988,0.508000,0.009000,0.009000,0.009000,0.008350,0.009000,0.043000,2.625300,0.042000,248.550003,245.250000,239.199997,240.850006,13.016500,89.779999,188.779999,68.000000,68.000000,48.889488,11.000000,-0.211973,0.217009,0.230821,-166.329803,-5.107669,292.000000,1.440000,30.360373,1.393198,79.948753,0.019324,47.476536,0.000000,246.899994,2.785002,42.067929055756,-84.237449699387,292.65
6.670,0.308,0.242674,-46.754120,2.968346,2.570043,-2.827458,3.000000,124.582939,13.217239,12783.500000,19.299999,3.815000,51.050003,969.000000,695.000000,0.508000,0.009000,0.009000,0.009000,0.008250,0.009000,0.043000,2.625500,0.042000,249.250000,245.750000,240.000000,241.750000,13.017500,89.779999,188.779999,68.000000,68.000000,48.964050,11.000000,-0.210954,0.207449,0.233686,-166.372192,-5.075583,292.000000,1.440000,30.406677,1.393198,79.956253,0.019349,47.644665,0.000000,247.500000,2.780931,42.067927131664,-84.237450303037,292.65
6.680,0.309,-0.978022,-47.669640,2.961864,2.466329,-2.841588,3.000000,124.582939,13.216965,12800.900391,19.220001,3.813000,51.070000,969.000000,694.200012,0.508000,0.009000,0.009000,0.009000,0.008150,0.009000,0.043000,2.625700,0.042000,249.949997,246.250000,240.800003,242.649994,13.018500,89.779999,188.779999,68.000000,68.000000,49.038616,11.000000,-0.209934,0.197889,0.236551,-166.414597,-5.043498,292.000000,1.440000,30.452982,1.393198,79.963753,0.019374,47.812794,0.000000,248.100006,2.776860,42.067925187437,-84.237450888375,292.65
6.690,0.310,-2.198718,-49.805862,2.872128,2.231827,-2.750992,3.000000,124.582939,13.216690,12818.299805,19.139999,3.811000,51.090004,969.000000,693.400024,0.508000,0.009000,0.009000,0.009000,0.008050,0.009000,0.043000,2.625900,0.042000,250.649994,246.750000,241.600006,243.550003,13.019500,89.779999,188.779999,68.000000,68.000000,49.113182,11.000000,-0.208914,0.188329,0.239416,-166.457001,-5.011412,292.000000,1.440000,30.499287,1.393198,79.971252,0.019400,47.980923,0.000000,248.699997,2.772789,42.067923238177,-84.237451469136,292.65
6.700,0.310,-1.283196,-49.805862,2.766477,2.144664,-2.711756,3.000000,124.582939,13.216415,12836.599609,19.060001,3.807000,51.100002,969.000000,691.599976,0.508000,0.009000,0.009000,0.009000,0.007950,0.009000,0.043000,2.626100,0.042000,250.800003,247.350006,242.050003,244.000000,13.020500,89.779999,188.779999,68.000000,68.000000,49.162891,11.000000,-0.208118,0.178227,0.242567,-166.497681,-4.988493,292.000000,1.440000,30.530155,1.393198,79.978760,0.019402,48.069931,0.000000,249.074997,2.770293,42.067921288916,-84.237452049896,292.65
6.710,0.311,-0.367674,-50.111034,2.726002,2.275549,-2.610387,3.000000,124.582939,13.216141,12855.799805,18.980000,3.801000,51.100002,969.000000,688.799988,0.508000,0.009000,0.009000,0.009000,0.007850,0.009000,0.043000,2.626300,0.042000,250.399994,248.050003,242.149994,244.000000,13.021500,89.779999,188.779999,68.000000,68.000000,49.187744,11.000000,-0.207544,0.167584,0.246005,-166.536636,-4.974742,292.000000,1.440000,30.545589,1.393198,79.986252,0.019383,48.079823,0.000000,249.225006,2.769372,42.067919339656,-84.237452630656,292.66
6.720,0.312,-0.672848,-52.247253,2.828418,2.371644,-2.500330,3.000000,124.582939,13.215866,12875.000000,18.900002,3.795000,51.100002,969.000000,686.000000,0.508000,0.009000,0.009000,0.009000,0.007750,0.009000,0.043000,2.626500,0.042000,250.000000,248.750000,242.250000,244.000000,13.022500,89.779999,188.779999,68.000000,68.000000,49.212601,11.000000,-0.206970,0.156941,0.249442,-166.575607,-4.960992,292.000000,1.440000,30.561024,1.393198,79.993759,0.019364,48.089710,0.000000,249.375000,2.768451,42.067917390395,-84.237453211416,292.66
6.730,0.313,-0.978022,-50.416206,3.067260,2.154360,-2.545739,3.000000,124.582939,13.215591,12894.200195,18.820000,3.789000,51.100002,969.000000,683.200012,0.508000,0.009000,0.009000,0.009000,0.007650,0.009000,0.043000,2.626700,0.042000,249.600006,249.449997,242.350006,244.000000,13.023499,89.779999,188.779999,68.000000,68.000000,49.237453,11.000000,-0.206397,0.146298,0.252880,-166.614563,-4.947241,292.000000,1.440000,30.576460,1.393198,80.001251,0.019344,48.099602,0.000000,249.524994,2.767530,42.067915441135,-84.237453792176,292.66
6.740,0.313,-2.198718,-47.364468,3.297499,1.818677,-2.647779,3.000000,124.582939,13.215317,12913.400391,18.740002,3.783000,51.100002,969.000000,680.400024,0.508000,0.009000,0.009000,0.009000,0.007550,0.009000,0.043000,2.626900,0.042000,249.199997,250.149994,242.449997,244.000000,13.024500,89.779999,188.779999,68.000000,68.000000,49.262310,11.000000,-0.205823,0.135654,0.256318,-166.653534,-4.933490,292.000000,1.440000,30.591894,1.393198,80.008759,0.019325,48.109489,0.000000,249.675003,2.766609,42.067913491874,-84.237454372937,292.66
6.750,0.314,-2.198718,-46.448944,3.400127,1.850852,-2.643786,3.000000,124.582939,13.215042,12934.200195,18.660000,3.777000,51.100002,969.000000,678.000000,0.508000,0.009000,0.009000,0.009000,0.007450,0.009000,0.043000,2.627100,0.042000,248.800003,250.850006,242.550003,244.000000,13.025500,89.779999,188.779999,68.000000,68.000000,49.287163,11.000000,-0.205250,0.125011,0.259756,-166.692490,-4.919739,292.000000,1.440000,30.607328,1.393198,80.016251,0.019305,48.119381,0.000000,249.824997,2.765687,42.067911542613,-84.237454953697,292.66
6.760,0.315,-0.367674,-44.923077,3.390559,2.257499,-2.561476,3.000000,124.582939,13.214767,12956.599609,18.580002,3.771000,51.100002,969.000000,676.000000,0.508000,0.009000,0.009000,0.009000,0.007350,0.009000,0.043000,2.627300,0.042000,248.399994,251.550003,242.649994,244.000000,13.026500,89.779999,188.779999,68.000000,68.000000,49.312019,11.000000,-0.204676,0.114368,0.263193,-166.731461,-4.905988,292.000000,1.440000,30.622763,1.393198,80.023758,0.019286,48.129269,0.000000,249.975006,2.764766,42.067909593353,-84.237455534457,292.66
6.770,0.315,-0.978022,-45.533424,3.282775,2.531831,-2.481441,3.000000,124.582939,13.214493,12979.000000,18.500000,3.765000,51.100002,969.000000,674.000000,0.508000,0.009000,0.009000,0.009000,0.007250,0.009000,0.043000,2.627500,0.042000,248.000000,252.250000,242.750000,244.000000,13.027500,89.779999,188.779999,68.000000,68.000000,49.336872,11.000000,-0.204102,0.103724,0.266631,-166.770416,-4.892237,292.000000,1.440000,30.638199,1.393198,80.031250,0.019266,48.139160,0.000000,250.125000,2.763845,42.067907644092,-84.237456115217,292.67
6.780,0.316,-1.893544,-48.890339,3.119401,2.457474,-2.441281,3.000000,124.582939,13.214218,13001.400391,18.420002,3.759000,51.100002,969.000000,672.000000,0.508000,0.009000,0.009000,0.009000,0.007150,0.009000,0.043000,2.627700,0.042000,247.600006,252.949997,242.850006,244.000000,13.028500,89.779999,188.779999,68.000000,68.000000,49.361729,11.000000,-0.203529,0.093081,0.270069,-166.809387,-4.878486,292.000000,1.440000,30.653633,1.393198,80.038757,0.019247,48.149048,0.000000,250.274994,2.762924,42.067905694832,-84.237456695977,292.67
6.790,0.317,-1.283196,-49.195511,3.080435,2.346606,-2.469412,3.000000,124.582939,13.213943,13023.799805,18.340000,3.753000,51.100002,969.000000,670.000000,0.508000,0.009000,0.009000,0.009000,0.007050,0.009000,0.043000,2.627900,0.042000,247.199997,253.649994,242.949997,244.000000,13.029500,89.779999,188.779999,68.000000,68.000000,49.386581,11.000000,-0.202955,0.082438,0.273507,-166.848343,-4.864735,292.000000,1.440000,30.669067,1.393198,80.046249,0.019227,48.158939,0.000000,250.425003,2.762003,42.067903745571,-84.237457276738,292.67
6.800,0.318,0.853022,-48.279991,3.223571,2.410686,-2.594550,3.000000,124.582939,13.213669,13044.900391,18.000002,3.744000,51.120003,969.000000,668.000000,0.508000,0.009000,0.009000,0.009000,0.007100,0.009000,0.043000,2.628850,0.042000,247.399994,254.100006,243.199997,244.199997,13.030499,89.779999,188.779999,68.000000,68.000000,49.395905,11.000000,-0.202414,0.072081,0.276658,-166.884445,-4.854422,292.000000,1.441000,30.674854,1.393198,80.081879,0.019231,48.203442,0.000000,250.750000,2.742154,42.067901792741,-84.237457849877,292.67
6.810,0.318,2.684066,-46.143772,3.331626,2.479239,-2.794658,3.000000,124.582939,13.213394,13064.700195,17.400002,3.732000,51.160000,969.000000,666.000000,0.508000,0.009000,0.009000,0.009000,0.007300,0.009000,0.043000,2.630550,0.042000,248.199997,254.300003,243.600006,244.600006,13.031500,89.779999,188.779999,68.000000,68.000000,49.389690,11.000000,-0.201904,0.062012,0.279523,-166.917679,-4.847547,292.000000,1.443000,30.670998,1.393198,80.145630,0.019258,48.282562,0.000000,251.250000,2.703377,42.067899831583,-84.237458405233,292.67
6.820,0.319,0.242674,-44.312729,3.282049,2.412585,-2.919818,3.000000,124.582939,13.213120,13084.500000,16.800001,3.720000,51.200001,969.000000,664.000000,0.508000,0.009000,0.009000,0.009000,0.007500,0.009000,0.043000,2.632250,0.042000,249.000000,254.500000,244.000000,245.000000,13.032500,89.779999,188.779999,68.000000,68.000000,49.383476,11.000000,-0.201394,0.051942,0.282387,-166.950897,-4.840671,292.000000,1.445000,30.667137,1.393198,80.209381,0.019285,48.361683,0.000000,251.750000,2.664599,42.067897870424,-84.237458960590,292.67
6.830,0.320,-3.419414,-46.754120,3.231761,2.266698,-2.832595,3.000000,124.582939,13.212845,13104.299805,16.200001,3.708000,51.240002,969.000000,662.000000,0.508000,0.009000,0.009000,0.009000,0.007700,0.009000,0.043000,2.633950,0.042000,249.800003,254.699997,244.399994,245.399994,13.033500,89.779999,188.779999,68.000000,68.000000,49.377262,11.000000,-0.200884,0.041872,0.285252,-166.984131,-4.833796,292.000000,1.447000,30.663280,1.393198,80.273132,0.019312,48.440800,0.000000,252.250000,2.625822,42.067895909266,-84.237459515947,292.68
6.840,0.321,-3.114240,-47.974815,3.276755,2.081858,-2.637497,3.000000,124.582939,13.212570,13124.099609,15.600000,3.696000,51.279999,969.000000,660.000000,0.508000,0.009000,0.009000,0.009000,0.007900,0.009000,0.043000,2.635650,0.042000,250.600006,254.899994,244.800003,245.800003,13.034500,89.779999,188.779999,68.000000,68.000000,49.371048,11.000000,-0.200374,0.031803,0.288117,-167.017365,-4.826920,292.000000,1.449000,30.659420,1.393198,80.336884,0.019339,48.519920,0.000000,252.750000,2.587044,42.067893948107,-84.237460071303,292.68
6.850,0.321,-0.978022,-47.974815,3.310860,1.915482,-2.544472,3.000000,124.582939,13.212296,13131.700195,14.680000,3.645000,51.419998,969.000000,654.700012,0.508000,0.009000,0.009000,0.009000,0.008100,0.009000,0.043000,2.637350,0.042000,251.399994,255.100006,245.199997,246.199997,13.035500,89.779999,188.779999,68.000000,68.000000,49.364838,11.000000,-0.199864,0.021733,0.290982,-167.050598,-4.820045,292.000000,1.451000,30.655563,1.393198,80.400627,0.019366,48.599041,0.000000,253.250000,2.548267,42.067891986948,-84.237460626660,292.68
6.860,0.322,0.547848,-48.585163,3.340210,1.864300,-2.563141,3.000000,124.582939,13.212021,13127.099609,13.440001,3.555000,51.660000,969.000000,646.099976,0.508000,0.009000,0.009000,0.009000,0.008300,0.009000,0.043000,2.639050,0.042000,252.199997,255.300003,245.600006,246.600006,13.036500,89.779999,188.779999,68.000000,68.000000,49.358624,11.000000,-0.199354,0.011663,0.293847,-167.083832,-4.813169,292.000000,1.453000,30.651703,1.393198,80.464378,0.019393,48.678162,0.000000,253.750000,2.509489,42.067890025790,-84.237461182017,292.68
6.870,0.323,1.463370,-48.585163,3.553365,1.862457,-2.537349,3.000000,124.582939,13.211746,13122.500000,12.200001,3.465000,51.900002,969.000000,637.500000,0.508000,0.009000,0.009000,0.009000,0.008500,0.009000,0.043000,2.640750,0.042000,253.000000,255.500000,246.000000,247.000000,13.037499,89.779999,188.779999,68.000000,68.000000,49.352409,11.000000,-0.198845,0.001593,0.296711,-167.117065,-4.806293,292.000000,1.455000,30.647846,1.393198,80.528130,0.019420,48.757278,0.000000,254.250000,2.470712,42.067888064631,-84.237461737373,292.68
6.880,0.323,0.242674,-47.974815,3.924587,1.819118,-2.410632,3.000000,124.582939,13.211472,13117.900391,10.960000,3.375000,52.139999,969.000000,628.900024,0.508000,0.009000,0.009000,0.009000,0.008700,0.009000,0.043000,2.642450,0.042000,253.800003,255.699997,246.399994,247.399994,13.038500,89.779999,188.779999,68.000000,68.000000,49.346195,11.000000,-0.198335,-0.008476,0.299576,-167.150284,-4.799417,292.000000,1.457000,30.643986,1.393198,80.591881,0.019447,48.836399,0.000000,254.750000,2.431934,42.067886103473,-84.237462292730,292.68
6.890,0.324,-0.978022,-45.533424,4.114119,1.861784,-2.291686,3.000000,124.582939,13.211197,13113.299805,9.720000,3.285000,52.380001,969.000000,620.299988,0.508000,0.009000,0.009000,0.009000,0.008900,0.009000,0.043000,2.644150,0.042000,254.600006,255.899994,246.800003,247.800003,13.039500,89.779999,188.779999,68.000000,68.000000,49.339981,11.000000,-0.197825,-0.018546,0.302441,-167.183517,-4.792542,292.000000,1.459000,30.640129,1.393198,80.655632,0.019474,48.915520,0.000000,255.250000,2.393157,42.067884142314,-84.237462848087,292.69
6.900,0.325,-1.283196,-47.059296,3.961591,2.039677,-2.298746,3.000000,124.582939,13.210922,13120.299805,8.990001,3.228000,52.500000,969.000000,613.299988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.644900,0.042000,255.199997,255.949997,247.300003,248.399994,13.040500,89.779999,188.779999,68.000000,68.000000,49.333771,11.000000,-0.197124,-0.027692,0.305592,-167.215027,-4.782229,292.000000,1.460000,30.636269,1.393198,80.683754,0.019482,49.024307,0.000000,255.574997,2.319364,42.067882181155,-84.237463403443,292.69
6.910,0.326,-0.978022,-50.416210,3.752166,2.104793,-2.421979,3.000000,124.582939,13.210648,13138.900391,8.770000,3.204000,52.500000,969.000000,607.900024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.644700,0.042000,255.600006,255.850006,247.899994,249.199997,13.041500,89.779999,188.779999,68.000000,68.000000,49.327557,11.000000,-0.196231,-0.035913,0.309030,-167.244827,-4.768478,292.000000,1.460000,30.632410,1.393198,80.676254,0.019472,49.162766,0.000000,255.725006,2.210554,42.067880219997,-84.237463958800,292.69
6.920,0.326,0.242674,-47.974815,3.802648,1.937442,-2.507214,3.000000,124.582939,13.210373,13157.500000,8.550000,3.180000,52.500000,969.000000,602.500000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.644500,0.042000,256.000000,255.750000,248.500000,250.000000,13.042500,89.779999,188.779999,68.000000,68.000000,49.321342,11.000000,-0.195339,-0.044134,0.312468,-167.274612,-4.754727,292.000000,1.460000,30.628551,1.393198,80.668755,0.019462,49.301224,0.000000,255.875000,2.101745,42.067878258838,-84.237464514157,292.69
6.930,0.327,1.463370,-47.059296,4.019546,1.766160,-2.444061,3.000000,124.582939,13.210098,13176.099609,8.330000,3.156000,52.500000,969.000000,597.099976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.644300,0.042000,256.399994,255.649994,249.100006,250.800003,13.043500,89.779999,188.779999,68.000000,68.000000,49.315128,11.000000,-0.194447,-0.052356,0.315905,-167.304413,-4.740976,292.000000,1.460000,30.624693,1.393198,80.661255,0.019451,49.439682,0.000000,256.024994,1.992935,42.067876300389,-84.237465046333,292.69
6.940,0.328,1.158196,-46.448944,4.014625,1.735859,-2.359043,3.000000,124.582939,13.209824,13194.700195,8.110000,3.132000,52.500000,969.000000,591.700012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.644100,0.042000,256.799988,255.550003,249.699997,251.600006,13.044499,89.779999,188.779999,68.000000,68.000000,49.308914,11.000000,-0.193555,-0.060577,0.319343,-167.334198,-4.727225,292.000000,1.460000,30.620834,1.393198,80.653755,0.019441,49.578140,0.000000,256.174988,1.884126,42.067874342616,-84.237465572714,292.69
6.950,0.329,-2.198718,-44.617905,3.627947,1.721272,-2.396819,3.000000,124.582939,13.209549,13209.400391,7.650000,3.109000,52.500000,969.000000,587.500000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.643900,0.042000,257.200012,255.449997,250.300003,252.399994,13.045500,89.779999,188.779999,68.000000,68.000000,49.302700,11.000000,-0.192662,-0.068799,0.322781,-167.363998,-4.713474,292.000000,1.460000,30.616976,1.393198,80.646255,0.019431,49.716602,0.000000,256.325012,1.775317,42.067872384844,-84.237466099096,292.70
6.960,0.329,-4.640110,-44.923077,3.256299,1.676823,-2.442703,3.000000,124.582939,13.209274,13220.200195,6.950000,3.087000,52.500000,969.000000,584.500000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.643700,0.042000,257.600006,255.350006,250.899994,253.199997,13.046500,89.779999,188.779999,68.000000,68.000000,49.296486,11.000000,-0.191770,-0.077020,0.326219,-167.393784,-4.699723,292.000000,1.460000,30.613117,1.393198,80.638756,0.019421,49.855061,0.000000,256.475006,1.666507,42.067870427072,-84.237466625477,292.70
6.970,0.330,-3.419414,-46.143772,3.402708,1.701582,-2.356012,3.000000,124.582939,13.209000,13231.000000,6.250000,3.065000,52.500000,969.000000,581.500000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.643500,0.042000,258.000000,255.250000,251.500000,254.000000,13.047500,89.779999,188.779999,68.000000,68.000000,49.290272,11.000000,-0.190878,-0.085242,0.329656,-167.423584,-4.685972,292.000000,1.460000,30.609259,1.393198,80.631256,0.019410,49.993519,0.000000,256.625000,1.557698,42.067868469300,-84.237467151858,292.70
6.980,0.331,-0.978022,-49.195511,3.911061,1.731022,-2.232753,3.000000,124.582939,13.208725,13241.799805,5.550000,3.043000,52.500000,969.000000,578.500000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.643300,0.042000,258.399994,255.149994,252.100006,254.800003,13.048500,89.779999,188.779999,68.000000,68.000000,49.284058,11.000000,-0.189986,-0.093463,0.333094,-167.453369,-4.672221,292.000000,1.460000,30.605400,1.393198,80.623756,0.019400,50.131977,0.000000,256.774994,1.448889,42.067866511528,-84.237467678240,292.70
6.990,0.331,1.463370,-49.805862,4.145714,1.607446,-2.185620,3.000000,124.582939,13.208450,13252.599609,4.850000,3.021000,52.500000,969.000000,575.500000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.643100,0.042000,258.799988,255.050003,252.699997,255.600006,13.049500,89.779999,188.779999,68.000000,68.000000,49.277843,11.000000,-0.189093,-0.101685,0.336532,-167.483170,-4.658470,292.000000,1.460000,30.601542,1.393198,80.616257,0.019390,50.270435,0.000000,256.924988,1.340079,42.067864553756,-84.237468204621,292.70
7.000,0.332,1.463370,-47.974815,3.907416,1.436974,-2.149616,3.000000,124.582939,13.208176,13223.799805,4.050000,2.977000,49.000000,969.000000,568.099976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.642300,0.042000,258.750000,254.750000,253.000000,255.850006,13.050500,89.779999,188.779999,68.000000,68.000000,49.249882,11.000000,-0.187883,-0.108631,0.339683,-167.511246,-4.636698,292.000000,1.460500,30.584177,1.393198,80.586250,0.019440,50.324829,0.000000,256.750000,1.213486,42.067862595984,-84.237468731002,292.71
7.010,0.333,-1.588370,-50.111034,3.567823,1.466232,-2.086687,3.000000,124.582939,13.207901,13155.400391,3.150000,2.911000,42.000000,969.000000,556.299988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.640900,0.042000,258.250000,254.250000,253.000000,255.550003,13.051499,89.779999,188.779999,68.000000,68.000000,49.200172,11.000000,-0.186353,-0.114304,0.342548,-167.537598,-4.606904,292.000000,1.461500,30.553307,1.393198,80.533752,0.019551,50.295158,0.000000,256.250000,1.069108,42.067860638211,-84.237469257384,292.71
7.020,0.334,-3.419414,-52.857601,3.404130,1.640271,-2.111835,3.000000,124.582939,13.207626,13087.000000,2.250000,2.845000,35.000000,969.000000,544.500000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.639500,0.042000,257.750000,253.750000,253.000000,255.250000,13.052500,89.779999,188.779999,68.000000,68.000000,49.150463,11.000000,-0.184823,-0.119976,0.345413,-167.563950,-4.577110,292.000000,1.462500,30.522438,1.393198,80.481255,0.019662,50.265491,0.000000,255.750000,0.924731,42.067858680439,-84.237469783765,292.71
7.030,0.334,-2.198718,-50.721382,3.362894,1.661980,-2.275256,3.000000,124.582939,13.207352,13018.599609,1.350000,2.779000,28.000000,969.000000,532.700012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,2.638100,0.042000,257.250000,253.250000,253.000000,254.949997,13.053499,89.779999,188.779999,68.000000,68.000000,49.100754,11.000000,-0.183294,-0.125648,0.348278,-167.590317,-4.547317,292.000000,1.463500,30.491568,1.393198,80.428757,0.019774,50.235821,0.000000,255.250000,0.780353,42.067856722667,-84.237470310146,292.71
