47.310,2.139,-6.837362,-52.247253,3.615031,2.584129,-2.087041,3.000000,132.811249,13.203677,12244.280273,11.496000,3.300800,52.600002,969.000000,649.799988,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066040,2.571800,0.042000,233.800003,233.880005,230.320007,231.440002,13.000000,87.979996,186.979996,68.000000,68.000000,46.814106,11.000000,0.130371,0.115891,0.071711,14.305104,3.438570,293.000000,1.410000,29.071560,1.393198,77.942505,0.019116,45.667671,0.000000,233.839996,4.746674,42.066035330983,-84.237798977853,293.94
47.320,2.139,-7.081501,-54.810715,3.473740,2.503185,-2.225295,3.000000,132.813446,13.203512,12258.719727,11.548000,3.303200,52.600002,969.000000,648.880005,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065840,2.570300,0.042000,234.800003,234.479996,231.220001,231.740005,13.000000,87.979996,186.979996,68.000000,68.000000,46.845177,11.000000,0.133366,0.108434,0.072284,14.315417,3.495865,293.000000,1.410000,29.090853,1.393198,77.886253,0.019156,45.786350,0.000000,234.639999,4.761187,42.066037163663,-84.237798463182,293.94
47.330,2.140,-5.128388,-55.298992,3.453539,2.567391,-2.397215,3.000000,132.815643,13.203347,12272.120117,11.608000,3.307200,52.600002,969.000000,647.479980,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065640,2.568800,0.042000,235.800003,235.080002,232.119995,232.039993,13.000000,87.979996,186.979996,68.000000,68.000000,46.876244,11.000000,0.136362,0.100978,0.072857,14.325731,3.553161,293.000000,1.410000,29.110147,1.393198,77.830002,0.019197,45.905029,0.000000,235.440002,4.775699,42.066038996344,-84.237797948512,293.94
47.340,2.141,-2.686996,-54.322437,3.424901,2.504213,-2.604881,3.000000,132.817841,13.203182,12285.519531,11.668000,3.311200,52.600002,969.000000,646.080017,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065440,2.567300,0.042000,236.800003,235.679993,233.020004,232.339996,13.000000,87.979996,186.979996,68.000000,68.000000,46.907310,11.000000,0.139357,0.093521,0.073430,14.336044,3.610457,293.000000,1.410000,29.129440,1.393198,77.773750,0.019237,46.023708,0.000000,236.240005,4.790211,42.066040829024,-84.237797433842,293.94
47.350,2.141,-2.198718,-51.148628,3.247555,2.173519,-2.686373,3.000000,132.820038,13.203017,12298.919922,11.728000,3.315200,52.600002,969.000000,644.679993,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065240,2.565800,0.042000,237.800003,236.279999,233.919998,232.639999,13.000000,87.979996,186.979996,68.000000,68.000000,46.938381,11.000000,0.142353,0.086064,0.074003,14.346357,3.667753,293.000000,1.410000,29.148735,1.393198,77.717499,0.019278,46.142387,0.000000,237.039993,4.804724,42.066042661705,-84.237796919172,293.94
47.360,2.142,0.730953,-47.486538,3.085775,1.811758,-2.465733,3.000000,132.822235,13.202853,12312.320313,11.788000,3.319200,52.600002,969.000000,643.280029,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065040,2.564300,0.042000,238.800003,236.880005,234.820007,232.940002,13.000000,87.979996,186.979996,68.000000,68.000000,46.969448,11.000000,0.145348,0.078608,0.074576,14.356670,3.725049,293.000000,1.410000,29.168028,1.393198,77.661255,0.019318,46.261066,0.000000,237.839996,4.819236,42.066044494386,-84.237796404501,293.94
47.370,2.143,1.463370,-47.730675,3.123048,1.735405,-2.069837,3.000000,132.824432,13.202688,12326.839844,12.040000,3.332800,52.568001,969.000000,644.440002,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065160,2.562080,0.042000,239.240005,237.160004,234.759995,233.399994,13.000000,87.979996,186.979996,68.000000,68.000000,46.959091,11.000000,0.148139,0.069213,0.075607,14.371568,3.773177,293.000000,1.410000,29.161596,1.393198,77.578003,0.019318,46.300625,0.000000,238.199997,4.491328,42.066046327066,-84.237795889831,293.94
47.380,2.143,-2.442857,-48.463093,3.202057,2.000445,-1.831426,3.000000,132.826630,13.202523,12341.639648,12.340000,3.348800,52.528004,969.000000,646.239990,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065360,2.559680,0.042000,239.539993,237.360001,234.460007,233.899994,13.000000,87.979996,186.979996,68.000000,68.000000,46.938381,11.000000,0.150880,0.059335,0.076753,14.387610,3.819014,293.000000,1.410000,29.148735,1.393198,77.487999,0.019307,46.320404,0.000000,238.449997,4.077815,42.066048159747,-84.237795375161,293.94
47.390,2.144,-5.372527,-48.585163,3.179367,2.359125,-1.957608,3.000000,132.828827,13.202358,12356.440430,12.640000,3.364800,52.488003,969.000000,648.039978,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065560,2.557280,0.042000,239.839996,237.559998,234.160004,234.399994,13.000000,87.979996,186.979996,68.000000,68.000000,46.917667,11.000000,0.153620,0.049456,0.077899,14.403653,3.864850,293.000000,1.410000,29.135872,1.393198,77.398003,0.019296,46.340183,0.000000,238.699997,3.664301,42.066049992428,-84.237794860491,293.94
47.400,2.145,-5.860806,-48.585163,3.171003,2.481379,-2.424090,3.000000,132.831024,13.202193,12371.240234,12.940001,3.380800,52.448002,969.000000,649.840027,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065760,2.554880,0.042000,240.139999,237.759995,233.860001,234.899994,13.000000,87.979996,186.979996,68.000000,68.000000,46.896957,11.000000,0.156361,0.039578,0.079045,14.419696,3.910687,293.000000,1.410000,29.123009,1.393198,77.308006,0.019286,46.359962,0.000000,238.949997,3.250787,42.066051825108,-84.237794345820,293.94
47.410,2.146,-3.907692,-45.655495,3.201254,2.279743,-2.966529,3.000000,132.833221,13.202029,12386.040039,13.240000,3.396800,52.408001,969.000000,651.640015,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.065960,2.552480,0.042000,240.440002,237.960007,233.559998,235.399994,13.000000,87.979996,186.979996,68.000000,68.000000,46.876244,11.000000,0.159101,0.029699,0.080191,14.435740,3.956523,293.000000,1.410000,29.110147,1.393198,77.218002,0.019275,46.379742,0.000000,239.199997,2.837274,42.066053657789,-84.237793831150,293.94
47.420,2.146,-1.954578,-45.411354,3.148770,2.049092,-3.161995,3.000000,132.835419,13.201864,12408.839844,13.700000,3.443200,52.272003,969.000000,653.760010,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066160,2.550080,0.042000,240.740005,238.160004,233.259995,235.899994,13.000000,87.979996,186.979996,68.000000,68.000000,46.855530,11.000000,0.161842,0.019821,0.081337,14.451782,4.002360,293.000000,1.410000,29.097284,1.393198,77.128006,0.019265,46.399525,0.000000,239.449997,2.423760,42.066055490470,-84.237793316480,293.94
47.430,2.147,-0.123534,-46.021702,3.072763,2.120226,-2.860675,3.000000,132.837616,13.201699,12433.639648,14.200000,3.497200,52.112003,969.000000,655.960022,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066360,2.547680,0.042000,241.039993,238.360001,232.960007,236.399994,13.000000,87.979996,186.979996,68.000000,68.000000,46.834820,11.000000,0.164582,0.009942,0.082482,14.467825,4.048197,293.000000,1.410000,29.084423,1.393198,77.038002,0.019254,46.419304,0.000000,239.699997,2.010247,42.066057320930,-84.237792789892,293.94
47.440,2.148,-1.710439,-47.120327,3.089486,2.425076,-2.446764,3.000000,132.839813,13.201534,12458.440430,14.700000,3.551200,51.952003,969.000000,658.159973,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066560,2.545280,0.042000,241.339996,238.559998,232.660004,236.899994,13.000000,87.979996,186.979996,68.000000,68.000000,46.814106,11.000000,0.167323,0.000064,0.083628,14.483868,4.094033,293.000000,1.410000,29.071560,1.393198,76.948006,0.019243,46.439083,0.000000,239.949997,1.596733,42.066059148062,-84.237792245427,293.94
47.450,2.148,-3.175274,-48.341022,3.060029,2.670328,-2.397328,3.000000,132.842010,13.201369,12483.240234,15.200000,3.605200,51.792004,969.000000,660.359985,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066760,2.542880,0.042000,241.639999,238.759995,232.360001,237.399994,13.000000,87.979996,186.979996,68.000000,68.000000,46.793396,11.000000,0.170063,-0.009815,0.084774,14.499910,4.139870,293.000000,1.410000,29.058697,1.393198,76.858009,0.019233,46.458862,0.000000,240.199997,1.183220,42.066060975193,-84.237791700962,293.94
47.460,2.149,0.486814,-45.655495,2.816348,2.705120,-2.738156,3.000000,132.844208,13.201205,12508.040039,15.700000,3.659200,51.632004,969.000000,662.559998,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066960,2.540480,0.042000,241.940002,238.960007,232.059998,237.899994,13.000000,87.979996,186.979996,68.000000,68.000000,46.772682,11.000000,0.172804,-0.019693,0.085920,14.515954,4.185707,293.000000,1.410000,29.045835,1.393198,76.768005,0.019222,46.478642,0.000000,240.449997,0.769706,42.066062802324,-84.237791156497,293.94
47.470,2.150,1.463370,-43.946522,2.521865,2.490160,-3.023869,2.920000,132.846405,13.201040,12523.080078,15.832000,3.671600,51.600002,969.000000,661.239990,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066920,2.540720,0.042000,242.160004,239.080002,232.800003,237.520004,13.000000,87.979996,186.979996,68.000000,68.000000,46.751968,11.000000,0.174168,-0.029521,0.086149,14.534746,4.213209,293.000000,1.410000,29.032972,1.393198,76.777008,0.019210,46.514244,0.000000,240.619995,0.412042,42.066064629456,-84.237790612032,293.94
47.480,2.150,-0.978022,-44.678936,2.532138,2.165240,-2.829037,2.820000,132.848602,13.200875,12535.679688,15.872000,3.673600,51.600002,969.000000,659.039978,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066820,2.541620,0.042000,242.360001,239.179993,233.800003,236.919998,13.000000,87.979996,186.979996,68.000000,68.000000,46.731258,11.000000,0.175187,-0.039335,0.086149,14.554227,4.236127,293.000000,1.410000,29.020109,1.393198,76.810753,0.019197,46.553806,0.000000,240.770004,0.068341,42.066066456587,-84.237790067568,293.94
47.490,2.151,-3.541483,-46.387913,2.934592,2.125047,-2.358987,2.720000,132.850800,13.200710,12548.280273,15.912000,3.675600,51.600002,969.000000,656.840027,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066720,2.542520,0.042000,242.559998,239.279999,234.800003,236.320007,13.000000,87.979996,186.979996,68.000000,68.000000,46.710545,11.000000,0.176207,-0.049150,0.086149,14.573708,4.259045,293.000000,1.410000,29.007248,1.393198,76.844505,0.019184,46.593365,0.000000,240.919998,-0.275361,42.066068283718,-84.237789523103,293.94
47.500,2.152,-6.471153,-48.707233,3.317651,2.439738,-2.271271,2.620000,132.852997,13.200545,12560.879883,15.952000,3.677600,51.600002,969.000000,654.640015,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066620,2.543420,0.042000,242.759995,239.380005,235.800003,235.720001,13.000000,87.979996,186.979996,68.000000,68.000000,46.689831,11.000000,0.177227,-0.058965,0.086149,14.593188,4.281963,293.000000,1.410000,28.994385,1.393198,76.878258,0.019171,46.632927,0.000000,241.070007,-0.619062,42.066070110849,-84.237788978638,293.94
47.510,2.152,-6.104945,-46.754120,3.242971,2.629169,-2.691309,2.520000,132.855194,13.200381,12573.480469,15.992000,3.679600,51.600002,969.000000,652.440002,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066520,2.544320,0.042000,242.960007,239.479996,236.800003,235.119995,13.000000,87.979996,186.979996,68.000000,68.000000,46.669117,11.000000,0.178247,-0.068780,0.086149,14.612669,4.304882,293.000000,1.410000,28.981522,1.393198,76.912003,0.019158,46.672485,0.000000,241.220001,-0.962764,42.066071937981,-84.237788434173,293.94
47.520,2.153,-1.954578,-44.190659,2.975035,2.556640,-3.023861,2.420000,132.857391,13.200216,12592.000000,15.984000,3.681600,51.600002,969.000000,651.039978,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066420,2.545220,0.042000,243.160004,239.580002,237.800003,234.520004,13.000000,87.979996,186.979996,68.000000,68.000000,46.648407,11.000000,0.179266,-0.078594,0.086149,14.632149,4.327800,293.000000,1.410000,28.968660,1.393198,76.945755,0.019145,46.712048,0.000000,241.369995,-1.306466,42.066073765112,-84.237787889708,293.93
47.530,2.154,-1.954578,-46.632050,3.170666,2.684288,-2.956094,2.320000,132.859589,13.200051,12612.000000,15.964000,3.683600,51.600002,969.000000,649.840027,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066320,2.546120,0.042000,243.360001,239.679993,238.800003,233.919998,13.000000,87.979996,186.979996,68.000000,68.000000,46.627693,11.000000,0.180286,-0.088409,0.086149,14.651629,4.350718,293.000000,1.410000,28.955797,1.393198,76.979500,0.019132,46.751606,0.000000,241.520004,-1.650167,42.066075592243,-84.237787345243,293.93
47.540,2.154,-3.175274,-49.317585,3.797268,3.026811,-2.893622,2.220000,132.861786,13.199886,12632.000000,15.944000,3.685600,51.600002,969.000000,648.640015,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066220,2.547020,0.042000,243.559998,239.779999,239.800003,233.320007,13.000000,87.979996,186.979996,68.000000,68.000000,46.606979,11.000000,0.181306,-0.098224,0.086149,14.671110,4.373637,293.000000,1.410000,28.942934,1.393198,77.013252,0.019120,46.791168,0.000000,241.669998,-1.993869,42.066077419375,-84.237786800778,293.93
47.550,2.155,-2.931135,-49.317581,4.108254,2.976939,-3.120584,2.120000,132.863983,13.199721,12652.000000,15.924001,3.687600,51.600002,969.000000,647.440002,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066120,2.547920,0.042000,243.759995,239.880005,240.800003,232.720001,13.000000,87.979996,186.979996,68.000000,68.000000,46.586269,11.000000,0.182325,-0.108039,0.086149,14.690591,4.396555,293.000000,1.410000,28.930071,1.393198,77.047005,0.019107,46.830727,0.000000,241.820007,-2.337570,42.066079246506,-84.237786256314,293.93
47.560,2.156,0.120605,-46.754120,3.737778,2.459999,-3.244396,2.020000,132.866180,13.199557,12672.000000,15.904000,3.689600,51.600002,969.000000,646.239990,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066020,2.548820,0.042000,243.960007,239.979996,241.800003,232.119995,13.000000,87.979996,186.979996,68.000000,68.000000,46.565556,11.000000,0.183345,-0.117854,0.086149,14.710072,4.419473,293.000000,1.410000,28.917210,1.393198,77.080750,0.019094,46.870289,0.000000,241.970001,-2.681272,42.066081087497,-84.237785694580,293.93
47.570,2.157,-1.588370,-47.120327,3.131477,2.158086,-2.941700,2.000000,132.868378,13.199392,12688.639648,14.620001,3.622800,51.760002,969.000000,639.599976,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.551640,0.042000,243.919998,240.559998,241.919998,233.039993,13.000000,87.979996,186.979996,68.000000,68.000000,46.544842,11.000000,0.183396,-0.128739,0.086149,14.734136,4.435058,293.000000,1.410000,28.904346,1.393198,77.186501,0.019111,46.973145,0.000000,242.240005,-2.368961,42.066082930028,-84.237785130928,293.93
47.580,2.157,-7.081501,-48.341022,2.791074,2.368600,-2.633226,2.000000,132.870575,13.199227,12704.440430,13.020000,3.538800,51.960003,969.000000,631.599976,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.554940,0.042000,243.820007,241.259995,241.820007,234.339996,13.000000,87.979996,186.979996,68.000000,68.000000,46.524132,11.000000,0.183205,-0.139892,0.086149,14.759345,4.448809,293.000000,1.410000,28.891485,1.393198,77.310249,0.019136,47.091824,0.000000,242.539993,-1.892648,42.066084772559,-84.237784567275,293.93
47.590,2.158,-5.372527,-46.632050,2.692471,2.551255,-2.763031,2.000000,132.872772,13.199062,12720.240234,11.420000,3.454800,52.160004,969.000000,623.599976,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.558240,0.042000,243.720001,241.960007,241.720001,235.639999,13.000000,87.979996,186.979996,68.000000,68.000000,46.503418,11.000000,0.183014,-0.151045,0.086149,14.784555,4.462560,293.000000,1.410000,28.878622,1.393198,77.433998,0.019161,47.210503,0.000000,242.839996,-1.416334,42.066086615089,-84.237784003623,293.93
47.600,2.159,-2.686996,-45.167217,2.713969,2.290812,-3.006780,2.000000,132.874969,13.198897,12736.040039,9.820001,3.370800,52.360001,969.000000,615.599976,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.561540,0.042000,243.619995,242.660004,241.619995,236.940002,13.000000,87.979996,186.979996,68.000000,68.000000,46.482708,11.000000,0.182823,-0.162198,0.086149,14.809766,4.476311,293.000000,1.410000,28.865761,1.393198,77.557747,0.019186,47.329178,0.000000,243.139999,-0.940020,42.066088457620,-84.237783439971,293.93
47.610,2.159,-2.686996,-43.946522,2.981669,1.993136,-2.902969,2.000000,132.877167,13.198733,12751.839844,8.220000,3.286800,52.560001,969.000000,607.599976,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.564840,0.042000,243.520004,243.360001,241.520004,238.240005,13.000000,87.979996,186.979996,68.000000,68.000000,46.461994,11.000000,0.182631,-0.173352,0.086149,14.834976,4.490062,293.000000,1.410000,28.852898,1.393198,77.681496,0.019211,47.447857,0.000000,243.440002,-0.463706,42.066090300151,-84.237782876319,293.93
47.620,2.160,-3.785622,-46.143772,3.375959,2.163557,-2.603685,2.000000,132.879364,13.198568,12741.080078,6.636000,3.190000,47.000004,969.000000,594.640015,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.568140,0.042000,243.419998,244.059998,241.419998,239.539993,13.000000,87.979996,186.979996,68.000000,68.000000,46.441280,11.000000,0.182440,-0.184505,0.086149,14.860186,4.503813,293.000000,1.410000,28.840036,1.393198,77.805252,0.019236,47.566536,0.000000,243.740005,0.012607,42.066092142682,-84.237782312666,293.93
47.630,2.161,-4.518040,-49.195515,3.440639,2.568619,-2.406035,2.000000,132.881561,13.198403,12723.679688,5.056000,3.090000,40.000000,969.000000,580.440002,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.571440,0.042000,243.320007,244.759995,241.320007,240.839996,13.000000,87.979996,186.979996,68.000000,68.000000,46.420570,11.000000,0.182249,-0.195658,0.086149,14.885396,4.517564,293.000000,1.410000,28.827173,1.393198,77.929001,0.019260,47.685215,0.000000,244.039993,0.488921,42.066093985213,-84.237781749014,293.93
47.640,2.161,-8.058058,-49.317581,3.125971,2.667260,-2.277371,2.000000,132.883759,13.198238,12706.280273,3.476000,2.990000,33.000000,969.000000,566.239990,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.574740,0.042000,243.220001,245.460007,241.220001,242.139999,13.000000,87.979996,186.979996,68.000000,68.000000,46.399857,11.000000,0.182058,-0.206811,0.086149,14.910606,4.531315,293.000000,1.410000,28.814312,1.393198,78.052750,0.019285,47.803894,0.000000,244.339996,0.965235,42.066095827744,-84.237781185362,293.93
47.650,2.162,-8.912545,-49.683792,2.918750,2.391347,-2.207489,2.000000,132.885956,13.198073,12688.879883,1.896000,2.890000,26.000000,969.000000,552.039978,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.578040,0.042000,243.119995,246.160004,241.119995,243.440002,13.000000,87.979996,186.979996,68.000000,68.000000,46.379147,11.000000,0.181867,-0.217964,0.086149,14.935816,4.545066,293.000000,1.410000,28.801449,1.393198,78.176498,0.019310,47.922573,0.000000,244.639999,1.441548,42.066097670275,-84.237780621709,293.93
47.660,2.163,-5.494596,-49.805862,3.118791,2.077162,-2.312811,2.000000,132.888153,13.197909,12671.480469,0.316000,2.790000,19.000000,969.000000,537.840027,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066000,2.581340,0.042000,243.020004,246.860001,241.020004,244.740005,13.000000,87.979996,186.979996,68.000000,68.000000,46.358433,11.000000,0.181675,-0.229117,0.086149,14.961026,4.558816,293.000000,1.410000,28.788588,1.393198,78.300247,0.019335,48.041252,0.000000,244.940002,1.917862,42.066099512806,-84.237780058057,293.93
47.670,2.163,-1.710439,-48.829304,3.490117,2.005577,-2.485671,2.160000,132.890350,13.197744,12556.959961,0.000000,2.758800,17.600000,969.000000,535.000000,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066160,2.581360,0.042000,242.679993,246.600006,241.240005,244.679993,13.000000,87.979996,186.979996,68.000000,68.000000,46.299610,11.000000,0.180515,-0.241647,0.086149,14.992654,4.528564,293.000000,1.410000,28.752058,1.393198,78.300995,0.019467,48.057076,0.000000,244.639999,2.995808,42.066101355337,-84.237779494405,293.93
47.680,2.164,2.439927,-46.632050,3.637234,2.181908,-2.496275,2.360000,132.892548,13.197579,12418.160156,0.000000,2.744800,17.600000,969.000000,535.000000,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066360,2.580560,0.042000,242.279999,246.100006,241.539993,244.279999,13.000000,87.979996,186.979996,68.000000,68.000000,46.231258,11.000000,0.179113,-0.254521,0.086149,15.025886,4.487311,293.000000,1.410000,28.709612,1.393198,78.270996,0.019626,48.047184,0.000000,244.190002,4.224163,42.066103199909,-84.237778914755,293.93
47.690,2.165,3.294414,-43.702381,3.489317,2.371530,-2.345463,2.560000,132.894745,13.197414,12279.360352,0.000000,2.730800,17.600000,969.000000,535.000000,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066560,2.579760,0.042000,241.880005,245.600006,241.839996,243.880005,13.000000,87.979996,186.979996,68.000000,68.000000,46.162907,11.000000,0.177711,-0.267395,0.086149,15.059117,4.446059,293.000000,1.410000,28.667166,1.393198,78.240997,0.019785,48.037292,0.000000,243.740005,5.452517,42.066105047545,-84.237778311107,293.93
47.700,2.165,3.782693,-37.720970,3.308718,2.373984,-2.185942,2.760000,132.896942,13.197249,12140.559570,0.000000,2.716800,17.600000,969.000000,535.000000,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066760,2.578960,0.042000,241.479996,245.100006,242.139999,243.479996,13.000000,87.979996,186.979996,68.000000,68.000000,46.094559,11.000000,0.176309,-0.280269,0.086149,15.092348,4.404806,293.000000,1.410000,28.624722,1.393198,78.210999,0.019944,48.027405,0.000000,243.289993,6.680871,42.066106895180,-84.237777707460,293.93
47.710,2.166,7.810989,-25.147800,3.293269,2.218470,-2.097835,2.960000,132.899139,13.197085,12001.759766,0.000000,2.702800,17.600000,969.000000,535.000000,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.066960,2.578160,0.042000,241.080002,244.600006,242.440002,243.080002,13.000000,87.979996,186.979996,68.000000,68.000000,46.026207,11.000000,0.174907,-0.293143,0.086149,15.125580,4.363553,293.000000,1.410000,28.582275,1.393198,78.181000,0.020103,48.017513,0.000000,242.839996,7.909225,42.066108742815,-84.237777103813,293.93
47.720,2.167,13.182052,-10.621520,3.424291,2.014896,-2.128402,3.160000,132.901337,13.196920,11896.719727,0.000000,2.701600,17.600000,969.000000,536.760010,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.067160,2.577360,0.042000,240.679993,244.100006,242.740005,242.679993,13.000000,87.979996,186.979996,68.000000,68.000000,45.957855,11.000000,0.173505,-0.306017,0.086149,15.158812,4.322300,293.000000,1.410000,28.539829,1.393198,78.151001,0.020262,48.007622,0.000000,242.389999,9.137579,42.066110590450,-84.237776500166,293.93
47.730,2.167,11.839286,-1.344230,3.608574,1.869781,-2.299103,3.360000,132.903534,13.196755,11800.120117,0.000000,2.703600,17.600000,969.000000,538.960022,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.067360,2.576560,0.042000,240.279999,243.600006,243.039993,242.279999,13.000000,87.979996,186.979996,68.000000,68.000000,45.889507,11.000000,0.172103,-0.318891,0.086149,15.192043,4.281047,293.000000,1.410000,28.497383,1.393198,78.121002,0.020421,47.997734,0.000000,241.940002,10.365933,42.066112438086,-84.237775896519,293.93
47.740,2.168,11.228938,4.148901,3.698259,1.945198,-2.402311,3.560000,132.905731,13.196590,11703.519531,0.000000,2.705600,17.600000,969.000000,541.159973,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.067560,2.575760,0.042000,239.880005,243.100006,243.339996,241.880005,13.000000,87.979996,186.979996,68.000000,68.000000,45.821156,11.000000,0.170701,-0.331765,0.086149,15.225275,4.239794,293.000000,1.410000,28.454937,1.393198,78.091003,0.020580,47.987843,0.000000,241.490005,11.594287,42.066114285721,-84.237775292872,293.93
47.750,2.169,15.623445,7.566850,3.615361,2.226156,-2.141093,3.760000,132.907928,13.196425,11606.919922,0.000000,2.707600,17.600000,969.000000,543.359985,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.067760,2.574960,0.042000,239.479996,242.600006,243.639999,241.479996,13.000000,87.979996,186.979996,68.000000,68.000000,45.752804,11.000000,0.169299,-0.344638,0.086149,15.258507,4.198541,293.000000,1.410000,28.412493,1.393198,78.061005,0.020739,47.977951,0.000000,241.039993,12.822641,42.066116133356,-84.237774689225,293.93
47.760,2.169,23.557966,10.130312,3.548028,2.369992,-1.676219,3.960000,132.910126,13.196261,11510.320313,0.000000,2.709600,17.600000,969.000000,545.559998,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.067960,2.574160,0.042000,239.080002,242.100006,243.940002,241.080002,13.000000,87.979996,186.979996,68.000000,68.000000,45.684456,11.000000,0.167896,-0.357512,0.086149,15.291739,4.157288,293.000000,1.410000,28.370047,1.393198,78.030998,0.020898,47.968063,0.000000,240.589996,14.050995,42.066117980992,-84.237774085578,293.93
47.770,2.170,32.102840,20.384159,3.655843,2.161182,-1.543419,4.000000,132.912323,13.196096,11477.879883,0.000000,2.708400,17.600000,969.000000,545.840027,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.068000,2.570000,0.042000,237.880005,241.199997,234.559998,235.160004,13.000000,87.979996,186.979996,68.000000,68.000000,45.596218,11.000000,0.166392,-0.369672,0.085691,15.332304,4.119702,293.000000,1.410000,28.315252,1.393198,77.875000,0.020864,46.454906,0.000000,239.539993,14.988104,42.066119828627,-84.237773481931,293.94
47.780,2.171,31.858700,29.661448,3.742270,1.884025,-1.854132,4.000000,132.914520,13.195931,11461.480469,0.000000,2.706400,17.600000,969.000000,545.640015,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.068000,2.565000,0.042000,236.479996,240.199997,222.759995,227.860001,13.000000,87.979996,186.979996,68.000000,68.000000,45.503014,11.000000,0.164863,-0.381654,0.085118,15.374702,4.083033,293.000000,1.410000,28.257372,1.393198,77.687500,0.020782,44.565933,0.000000,238.339996,15.852400,42.066121676262,-84.237772878284,293.94
47.790,2.171,30.393864,34.300091,3.617515,1.911830,-2.156485,4.000000,132.916718,13.195766,11445.080078,0.000000,2.704400,17.600000,969.000000,545.440002,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.068000,2.560000,0.042000,235.080002,239.199997,210.960007,220.559998,13.000000,87.979996,186.979996,68.000000,68.000000,45.409809,11.000000,0.163333,-0.393636,0.084545,15.417102,4.046363,293.000000,1.410000,28.199492,1.393198,77.500000,0.020700,42.676956,0.000000,237.139999,16.716696,42.066123523898,-84.237772274637,293.94
47.800,2.172,27.220057,40.403572,3.491893,2.119921,-2.177005,4.000000,132.918915,13.195601,11428.679688,0.000000,2.702400,17.600000,969.000000,545.239990,0.513000,0.009000,0.009000,0.009000,0.009000,0.009000,0.068000,2.555000,0.042000,233.679993,238.199997,199.160004,213.259995,13.000000,87.979996,186.979996,68.000000,68.000000,45.316601,11.000000,0.161804,-0.405617,0.083972,15.459500,4.009694,293.000000,1.410000,28.141609,1.393198,77.312508,0.020618,40.787983,0.000000,235.940002,17.580994,42.066125371533,-84.237771670990,293.94
